id_pregunta,pregunta,base_legal,opción_a,respuesta_a,opción_b,respuesta_b,opción_c,respuesta_c,opción_d,respuesta_d;;;;;;;;
"P064,""Los esposos Larin llegan a su despacho, para que usted como notario les autorice un testamento firmado por ambos, en donde quieren dejar un inmueble del cual son dueños del cincuenta por ciento cada uno de ellos, a su único hijo Matías, ante esto usted les expresa:"",,Que si les realizará el testamento porque se trata del mismo inmueble y es para el mismo heredero.,0.0,Que si les realizará el testamento pero que deben establecer bien los portajes que les corresponde a cada uno.,0.0,Que no les realizaría el testamento porque no pueden firmarlo dos personas un mismo testamento.,0.0,""Que si les puede realizar el testamento, pero debe ser de forma individual con el porcentaje que posee cada uno, por ser un derecho personalísimo."",1.0 ";;;;;;;;
P065,La venta de una marca por parte de la persona que la tenga registrada a su favor o en trámite de registro debe realizarse por medio de,,Instrumento Privado,0.0,Instrumento Privado autenticado ante notario,0.0,Instrumento público,0.0,Todos los literales son correctos,1.0 ;;;;;;;;
"P066,""Es la sanción que priva a un acto jurídico de sus efectos propios o normales, a raíz de una causa existente en el momento de su celebración."",,Caducidad,0.0,Cláusula penal contractual,0.0,Nulidad,1.0,Compensación,0.0 ";;;;;;;;
"P067,""¿El derecho que tienen los socios, en una sociedad de personas, para adquirir con preferencia de terceros extraños la participación de aquel socio que se retira de la sociedad, recibe el nombre de?"",,Derecho preferente,0.0,Derecho de preferencia accionaria,0.0,Derecho de participación preferente,0.0,Derecho de tanteo,1.0 ";;;;;;;;
"P068,¿Cuántos testimonios se pueden extender de escrituras públicas que dan acción para cobrar deudas?,,No existe límite establecido por la ley,0.0,Solo uno.,1.0,Todos los que soliciten los interesados,0.0,""Todos los que le soliciten, siempre y cuando el libro de protocolo esté vigente."",0.0 ";;;;;;;;
P069,Las cosas muebles siguen a la persona no importando el lugar de adquisición obedece a:,,Lex Loci Ejecutionis,0.0,Lex Dispositivum,0.0,Mobila Sequntur Personae,1.0,Lex Mercatoria,0.0 ;;;;;;;;
"P070,""¿Cómo se denomina la acción que otorga la ley al “dueño” de una cosa singular de que no está en posesión, para que el poseedor de ella sea condenado a restituirla?"",,Acción reivindicatoria,1.0,Acción redhibitoria,0.0,Acción pauliana,0.0,Acción de evicción,0.0 ";;;;;;;;
"P071,""¿En una declaración jurada que tiene por objeto establecer el resto registral de un inmueble general que ha sufrido varias desmembraciones, el notario debe hacer comparecer a?"",,""Al profesional responsable del levantamiento topográfico y de los planos, para que declare que los mismos corresponden a la cabida y linderos reales del inmueble objeto de declaración"",0.0,Al propietario del inmueble,0.0,Al propietario del inmueble y Al profesional responsable del levantamiento topográfico y de los planos,1.0,""Al propietario del inmueble general y a los propietarios de las porciones desmembradas, para que declaren que los planos corresponden a la cabida y linderos reales de propiedad y que no existen disputas sobre los linderos"",0.0 ";;;;;;;;
"P072,""Si Pedro Martínez y su único hijo Manuel Martínez, fallecen en el instante en un accidente automovilístico, sin embargo, Pedro Martínez, nunca formalizó testamento, podrán los hijos de Manuel Martínez, ¿aceptar la sucesión por derecho de transmisión?"",,""Si, pero primero deberán aceptar la sucesión de Pedro."",0.0,""No, podrían acceder a la sucesión de Pedro por derecho de representación y no de transmisión."",0.0,""No, su derecho le asiste al aceptar la sucesión de Pedro por derecho personal"",1.0,Ninguno de los literales es correcto,0.0 ";;;;;;;;
"P073,""Cuando el comisionista desempeña en nombre propio, pero por cuenta ajena, un mandato para realizar actos de comercio"",,No,0.0,Cuando el mandatario se encarga de practicar actos de comercio por cuenta y a nombre del mandante,0.0,""Cuando se incorpora en un contrato una cláusula mediante la cual el acreedor puede apropiarse de los bienes prendados en caso de mora, sin necesidad de proceso judicial"",1.0,""Cuando se establece, en un poder especial judicial y administrativo, la comisión de realizar determinado acto jurídico."",0.0 ";;;;;;;;
P074,¿Cuál es el plazo para presentar al registro respectivo el testimonio de una compraventa de un arma de fuego?,,Cinco días siguientes a la fecha de celebración de la escritura,0.0,Diez días siguientes a la fecha de celebración de la escritura,0.0,Quince días siguientes a la fecha de celebración de la escritura,1.0,Treinta días siguientes a la fecha de celebración de la escritura,0.0 ;;;;;;;;
"P075,¿Está obligado Marcelo a completar el pago de las mercancías?,,""No, debido a que no existe representación alguna entre Pedro (gerente) y Marcelo (Comerciante)."",0.0,""Si, Marcelo es responsable de pagar, en virtud del principio de representación tácita."",1.0,""Ambos son responsables al pago de las mercancías, tanto Marcelo como Pedro."",0.0,""Pedro es responsable del pago de las mercancías, ya que para poder contraer una deuda es necesario contar con poder bastante y suficiente para tales efectos (mandato mercantil)."",0.0 ";;;;;;;;
"P076,""De conformidad al artículo 13 del Código de Familia, los Cónsules no pueden autorizar matrimonios."",,No,0.0,""El señor Procurador para la Defensa de los Derechos Humanos, puede casarlos, considerando que el derecho a contraer matrimonio es un derecho humano universal."",0.0,Ambos funcionarios están facultados para autorizar el matrimonio de dichos señores.,0.0,Jefe de Misión Diplomática,1.0 ";;;;;;;;
"P077,¿Qué acción puede incoar un accionista que está en desacuerdo con la decisión de la asamblea extraordinaria que admite a 2 peruanos?,,La acción de nulidad del acuerdo social por vulneración de las normas del Código de Comercio.,1.0,La acción de oposición al acuerdo social por vulnera el pacto social.,0.0,Un proceso de Suspensión del acuerdo social.,0.0,""No opera ninguna acción judicial, las sociedades de capital no se basan en la confianza sino en el capital, por tanto, cualquier persona puede formar parte de la sociedad."",0.0 ";;;;;;;;
"P078,""En el caso de que haya nombrado curador de la herencia yacente, cual es el tramite a seguir para que cese en dicho cargo, cuando los herederos del causante han aceptado la herencia."",,Diligencias de cesación de curaduría.,0.0,""Cesar el nombramiento de curador y notificarle al abogado que lo desempeñaba, en el mismo tramite de aceptación de herencia en que se han apersonado los herederos del causante."",1.0,""No es necesario realizar tramite alguno, basta que acepten herencia las personas que tengan la calidad de rederos del causante."",0.0,Ninguna de las anteriores.,0.0 ";;;;;;;;
"P079,""En lo concerniente a las diligencias preliminares al proceso, estas pueden ser: "",,""Las que se encuentran previamente autorizadas por la ley, sin posibilidad de interpretaciones amplias, es decir, sistema de números clausus."",1.0,""Las necesarias que la parte actora requiera para preparar el futuro proceso, sin limite alguno, es decir bajo un sistema de números apertus."",0.0,Únicamente aquellas que los Jueces ordenan en los procesos.,0.0,Ninguna de las anteriores.,0.0 ";;;;;;;;
"P080,Cuál es el límite establecido para efectuar segregaciones en un inmueble:,,3 segregaciones.,0.0,100 segregaciones.,0.0,""No existe limite, siempre y cuando no se creen asentamientos urbanos o grupos habitacionales o núcleo de población."",1.0,Ninguna de las anteriores.,0.0 ";;;;;;;;
"P081,""Ante un eventual litigio de derecho privado, es válido afirmar:"",,""El derecho sustantivo aplicable es el derecho mercantil, pues se trata de un acto celebrado entre comerciantes."",0.0,""El derecho sustantivo aplicable es el derecho civil, pues se trata de un acto aislado, aunque realizado por comerciantes."",1.0,""El derecho aplicable es el derecho penal, pues se trata de una estafa."",0.0,""Se trata de un acto civil y mercantil al mismo tiempo, por lo tanto, es lógico que resuelva la controversia un tribunal con competencia en lo civil y mercantil."",0.0 ";;;;;;;;
P082,No adquieren la calidad de comerciante y la responsabilidad será de sus padres o tutores.,,Si,1.0,No,0.0,Son válidos en la medida en que la Ley del Ejercicio Notarial de la Jurisdicción Voluntaria y Otras Diligencias reconoce el Peculio Profesional del Menor.,0.0,Son actos validos mientras no se demuestre el vicio del acto por incapacidad del contratante.,0.0 ;;;;;;;;
"P083,""Como notario, procedería a celebrar una Escritura de Compraventa de acciones que no están totalmente pagadas."",,""Si, ya que es un derecho económico del accionista."",0.0,""No, ya que la ley lo prohíbe."",0.0,""Sí, siempre y cuando no lo prohíba el pacto social."",1.0,Ninguna de las anteriores.,0.0 ";;;;;;;;
"P084,""La acción contenida en el artículo 2213 del Código Civil, es la siguiente:"",Código Civil,Oblicua,1.0,Publiciana,0.0,Pauliana,0.0,Ramoniana,0.0 ";;;;;;;;
"P085,""Puede un adolescente comparecer ante notario a otorgar un poder general judicial para que un abogado le represente en un proceso de perdida de la autoridad parental por el motivo de abandono injustificado art. 240 ord. 2° del Código de Familia, en razón que sus padres abandonaron su responsabilidad parental y su abuela paterna quien desea sea única tutora legitima:"",""art. 240 ord. 2° del Código de Familia, art. 263 de la Ley Crecer Juntos"",""No puede acceder a lo solicitado porque la legitimación la poseen sus padres, por ser éstos las partes procesales."",0.0,""No procede a realizarle el poder, en virtud que no tiene capacidad procesal para realizarlo, pues por ser adolescente se encuentra sujeto a la autoridad parental de sus padres  por tanto, dicho poder adolecería un vicio por falta de capacidad."",0.0,""Si es procedente elaborarle el poder solicitado, siempre y cuando posea la edad requerida, pues conforme al artículo 263 de la Ley Crecer Juntos."",0.0,""No es posible, por existir intereses contrapuestos de los padres, pues la ley impone el deber de representación a la institución competente del Ministerio Público."",1.0 ";;;;;;;;
"P086,¿Usted como notario autorizaría dicho acto?,,""No autorizaría dicho matrimonio en razón de que es inmoral, debido a que el asesino al esposo de la persona con quien desea casarse."",0.0,""Si lo autorizaría, considerando que no existe ninguna causal o impedimento legal."",1.0,""No lo autorizaría en razón de que se esta prohibido por el ordenamiento legal, que el homicida del esposo de la contrayente contraiga nuevo matrimonio."",0.0,No puede porque existe prohibición especial,0.0 ";;;;;;;;
"P087,¿sería válido el matrimonio?,,""No es válido, debido a que el matrimonio es un personal, habida cuenta que los contrayentes ni se han conocido en persona."",0.0,""No lo autorizaría en razón de que dichas personas deben de comparecer ante funcionario autorizado para contraer matrimonio, de forma personal, no siendo los cónsules funcionarios autorizados para ello."",0.0,""Si lo autorizaría, siempre y cuando presente el poder general judicial respectivo."",0.0,""Si lo autorizaría, siempre y cuando presenten el poder especial con las formalidades de ley"",1.0 ";;;;;;;;
"P088,""El día catorce de abril del año dos mil veintitrés fueron legalizadas las hojas de su primer libro de protocolo, el cual tendrá vigencia de un año, en este sentido, ¿Cuándo vencería su libro de protocolo y como debe contar el plazo?"",,El día trece de abril del año dos mil veintitrés.,0.0,El día catorce de abril del año dos mil veintitrés,0.0,""El día catorce de abril porque de conformidad con el memorándum de cómputo de plazos deben contarse de fecha a fecha, cuando dichos plazos sean medidos en meses o años."",1.0,""El día trece de abril porque de conformidad con el memorándum de cómputo de plazos deben contarse de fecha a fecha, cuando dichos plazos sean medidos en meses o años."",0.0 ";;;;;;;;
